Título,Autores,Año,Journal,DOI,URL,Fuente
A Computerized Analysis with Machine Learning Techniques for the Diagnosis of Parkinson’s Disease: Past Studies and Future Perspectives,"Arti Rana, A. Dumka, R. Singh, M. Panda, Neeraj Priyadarshi",2022,Diagnostics,10.3390/diagnostics12112708,https://www.semanticscholar.org/paper/c1e15667c3328e9b035adac40d84e00e90815e64,Semantic Scholar
A comparative study of different pre-trained deep learning models and custom CNN for pancreatic tumor detection,"Muhammed Talha Zavalsiz, Sleiman Alhajj, Kashfia Sailunaz, Tansel Özyer, Reda Alhajj",2023,Int. Arab J. Inf. Technol.,10.34028/iajit/20/3a/9,https://www.semanticscholar.org/paper/08cf86ce00d36012c2d41673bc9e67786b0ceaae,Semantic Scholar
Application of Artificial Intelligence in Cardiovascular Imaging,"Panjiang Ma, Qiang Li, Jianbin Li",2022,Journal of Healthcare Engineering,10.1155/2022/7988880,https://www.semanticscholar.org/paper/6c86a1c32398e79aa3ab2c302787ac2e1787eaf5,Semantic Scholar
Comparative study of segmentation deep learning networks in 2D echocardiography images,"Pedro Lobo, Raul Ferrete Ribeiro, Sérgio G. Pereira, João L. Vilaça, Pedro Morais",2025,,10.1117/12.3045762,https://www.semanticscholar.org/paper/51ac8445d7e640f0cf246e505b1858bcf5c61d57,Semantic Scholar
Intelligent Plant Leaf Disease Detection Using Generative Adversarial Networks: a Case-study of Cassava Leaves,"Gururaj Harinahalli Lokesh, Soundarya Bidare Chandregowda, Janhavi Vishwanath, Vinayakumar Ravi, Pradeep Ravi, Alanoud Al Mazroa",2024,The Open Agriculture Journal,10.2174/0118743315288623240223072349,https://www.semanticscholar.org/paper/a50371d2437c6bfb57befbb6c1910c061899c932,Semantic Scholar
Artificial Intelligence's Significance in Diseases with Malignant Tumours,,2023,Mesopotamian Journal of Artificial Intelligence in Healthcare,10.58496/mjaih/2023/007,https://www.semanticscholar.org/paper/6b9f96999f8a2956bd64ac876efb9404a2cc392c,Semantic Scholar
Systematic Review of the Early Detection and Classification of Plant Diseases Using Deep Learning,"Derisma, Nur Rokhman, Ilona Usuman",2022,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/1097/1/012042,https://www.semanticscholar.org/paper/351a83e053480173c872bb4c6afa9fe16086687e,Semantic Scholar
Application of a deep learning algorithm to calcium scoring in myocardial perfusion imaging,"P. van der Bijl, J. Stassen, Jeroen J. Bax",2022,Journal of Nuclear Cardiology,10.1007/s12350-022-02941-6,https://www.semanticscholar.org/paper/74e54cea97444dddec35de2dc62a932288b73d6c,Semantic Scholar
Revolutionizing Cardiology through Artificial Intelligence—Big Data from Proactive Prevention to Precise Diagnostics and Cutting-Edge Treatment—A Comprehensive Review of the Past 5 Years,"Elena Stamate, A. Piraianu, O. Ciobotaru, Rodica Crassas, O. Duca, A. Fulga, Ionica Grigore, Vlad Vintila, I. Fulga, O. Ciobotaru",2024,Diagnostics,10.3390/diagnostics14111103,https://www.semanticscholar.org/paper/07e2f15a30b05cba7ffced06432447c1e1cbfe9d,Semantic Scholar
Heart Disease Prediction by using Random Forest Classifier,Anamta Siddiqui,2023,Journal of Applied Science and Education (JASE),10.54060/jase.v3i2.29,https://www.semanticscholar.org/paper/9462c07dd1ebe3306365bb9f78a1c0eea4c05d81,Semantic Scholar
Artificial intelligence in personalized cardiovascular medicine and cardiovascular imaging.,"I. Haq, Iqraa Haq, Bo Xu",2020,Cardiovascular diagnosis and therapy,10.21037/CDT.2020.03.09,https://www.semanticscholar.org/paper/759890c3457c1d6ccaca141371dab8fe43359fa7,Semantic Scholar
Enhancing Clinical Diagnosis With Convolutional Neural Networks: Developing High-Accuracy Deep Learning Models for Differentiating Thoracic Pathologies,"K. K. Goswami, Nathaniel Tak, Arnav Wadhawan, Alec B Landau, Jashandeep Bajaj, Jaskarn Sahni, Zahid Iqbal, Sami Abedin",2024,Cureus,10.7759/cureus.65444,https://www.semanticscholar.org/paper/be1274cd7e27d7ea07824eede86c758a63922830,Semantic Scholar
Artificial intelligence methods for analysis of electrocardiogram signals for cardiac abnormalities: state-of-the-art and future challenges,"S. Saini, Rashmi Gupta",2021,Artificial Intelligence Review,10.1007/s10462-021-09999-7,https://www.semanticscholar.org/paper/4702d88f4ba07641e24cda6a524e26b7345b17a5,Semantic Scholar
Early Detection Of Canine Babesia From Red Blood Cell Images Using Deep Ensemble Learning,"Dilip Kumar Baruah, Kuntala Boruah",2024,"Journal of Electronics, Electromedical Engineering, and Medical Informatics",10.35882/jeeemi.v6i4.484,https://www.semanticscholar.org/paper/f99b31728199c150266e09a3d97085b7e3266710,Semantic Scholar
Covid-19 Classification and Detection Model using Deep Learning,"Meghna Madhu, Anushka Xavier, N. Jayapandian",2022,2022 International Conference on Electronics and Renewable Systems (ICEARS),10.1109/ICEARS53579.2022.9752290,https://www.semanticscholar.org/paper/d0954064823f88522870c67ee2a3b1244bdb2621,Semantic Scholar
Comparative Analysis of Deep Learning Models for Malaria Detection,"H. Poojary, T. V. Sumithra",2022,2022 IEEE 3rd Global Conference for Advancement in Technology (GCAT),10.1109/GCAT55367.2022.9972167,https://www.semanticscholar.org/paper/178b52adf08701e2c67c1ce422ec35a109a8a71c,Semantic Scholar
Deep Learning based Object Detection Algorithm for the Detection of Dental Diseases and Differential Treatments,"Athira Thulaseedharan, L. S.",2022,2022 IEEE 19th India Council International Conference (INDICON),10.1109/INDICON56171.2022.10040109,https://www.semanticscholar.org/paper/cb841f7c99aa6b8de1dc39de373fe79108003c1d,Semantic Scholar
A Review on Joint Carotid Intima-Media Thickness and Plaque Area Measurement in Ultrasound for Cardiovascular/Stroke Risk Monitoring: Artificial Intelligence Framework,"Mainak Biswas, L. Saba, Tomaž Omerzu, A. Johri, N. Khanna, K. Višković, S. Mavrogeni, J. Laird, G. Pareek, M. Miner, A. Balestrieri, P. Sfikakis, A. Protogerou, D. Misra, V. Agarwal, G. Kitas, R. Kolluri, Aditya M. Sharma, V. Viswanathan, Zoltán Ruzsa, A. Nicolaides, J. Suri",2021,Journal of Digital Imaging,10.1007/s10278-021-00461-2,https://www.semanticscholar.org/paper/803d578a9658274a70d309aa88de5c94a0d38249,Semantic Scholar
Covid-19 and Diabetic Retinopathy (Dr) Detection Using Ai & Deep Learning,"Abhishek Srivastava, Gaurav Singh, M.K Shukla, Dr. Rana Majumdar",2022,"2022 3rd International Conference on Computation, Automation and Knowledge Management (ICCAKM)",10.1109/ICCAKM54721.2022.9990336,https://www.semanticscholar.org/paper/547440975c7d4e97c297afeb1ecc4c35175e2853,Semantic Scholar
Corrigendum to: Novel complex-valued deep learning applied to automatic classification of heart sounds.,"M. Jojoa, W. Percybrooks, D. Rodrigo, B. Garcia-Zapirain",2022,European heart journal,10.1093/eurheartj/ehac544.2856,https://www.semanticscholar.org/paper/224567a8e186d4fef18061ba7d3094c04b36ce4b,Semantic Scholar
Artificial Intelligence for Cardiovascular Diseases,"Mohd Qasid Lari, Deepak Kumar, Ajay Kumar, Yogesh Murti, Prashant Kumar Yadav, Dileep Kumar",2024,Recent Advances in Computer Science and Communications,10.2174/0126662558348090241210063629,https://www.semanticscholar.org/paper/a586ba94730f8707e05b5472e731390f2ef4a6a8,Semantic Scholar
Early Detection of Cardiovascular Diseases using Deep Learning Feature Fusion and MRI Image Analysis,"A. .., R. .., S. A. Almutairi",2022,Fusion: Practice and Applications,10.54216/fpa.080202,https://www.semanticscholar.org/paper/95d93eb997c2bdcad4aa75812f7964958510aa0c,Semantic Scholar
Echovision AI-Predictive Deep Learning for Cardiovascular Diagnostics,"K. A. Kumar, Charan Appala, M. K, Praveen Royal Balaiahgari, Shreya Balurgi",2025,2025 International Conference on Data Science and Business Systems (ICDSBS),10.1109/ICDSBS63635.2025.11031503,https://www.semanticscholar.org/paper/1174b03de8eea8d1a6f2efd61a4b1fdd06f7e926,Semantic Scholar
Performance evaluation of Machine Learning models to predict heart attack,"Majid Khan, Ghassan Husnain, Waqas Ahmad, Zain Shaukat, Latif Jan, Ihtisham Ul Haq, Shahab Ul Islam, A. Ishtiaq",2023,Machine Graphics and Vision,10.22630/mgv.2023.32.1.6,https://www.semanticscholar.org/paper/c15e711cbfb004c5eae250682a4f4584ca0cc80a,Semantic Scholar
Echocardiographic cardiac views classification using whale optimization and weighted support vector machine,"Canqui Flores Bernabe, R. P. Melgarejo-Bolivar, Alfredo Tumi-Figueroa, S. Thirukumaran, G. M. Devi, Sudhakar Sengan",2024,Vessel Plus,10.20517/2574-1209.2023.140,https://www.semanticscholar.org/paper/ff7b76f921e602e889f5bd030b90f71065714f92,Semantic Scholar
Detection and Diagnosis of Lung Cancer using Machine Learning Convolutional Neural Network Technique,"M. Ramkumar, C. Ganesh Babu, A. Abdul Wahhab, K. Abinaya, B. Abinesh Balaji, N. Aniruth Chakravarthy",2022,"2022 Smart Technologies, Communication and Robotics (STCR)",10.1109/STCR55312.2022.10009607,https://www.semanticscholar.org/paper/698aba4f69c0caa120e19cb81b001a219ec62281,Semantic Scholar
Advancements in the application of artificial intelligence in the field of colorectal cancer,"Mengying Zhu, Zhenzhu Zhai, Yue Wang, Fang Chen, Ruibin Liu, Xiaoquan Yang, Guohua Zhao",2025,Frontiers in Oncology,10.3389/fonc.2025.1499223,https://www.semanticscholar.org/paper/dcccdd6010229d15d1475c40fb74bf9b369e86c9,Semantic Scholar
Artificial Intelligence-Based Methods for Precision Cardiovascular Medicine,"Farida Mohsen, Balqees Al-Saadi, Nima Abdi, Sulaiman Khan, Zubair Shah",2023,Journal of Personalized Medicine,10.3390/jpm13081268,https://www.semanticscholar.org/paper/20640f8704ec8d761b9b5317b640e9e0097233f2,Semantic Scholar
From Compressed-Sensing to Artificial Intelligence-Based Cardiac MRI Reconstruction,"Aurélien Bustin, N. Fuin, René M. Botnar, C. Prieto",2020,Frontiers in Cardiovascular Medicine,10.3389/fcvm.2020.00017,https://www.semanticscholar.org/paper/037ad404a8f636ea16439637f5bae7e9f8a24954,Semantic Scholar
A user-friendly machine learning approach for cardiac structures assessment,"Atilla Orhan, H. Akbayrak, Ömer Faruk Çiçek, İsmail Harmankaya, H. Vatansev",2024,Frontiers in Cardiovascular Medicine,10.3389/fcvm.2024.1426888,https://www.semanticscholar.org/paper/047f3911ade7074d47b47c0dad633a290c7e05bf,Semantic Scholar
Classification of Artificial Intelligence Based Coronary Artery Stenosis,"Yıldız Ece, T. Colak, Süleyman Uzun, Ayşe Oya Sağiroğlu",2022,Pakistan Journal of Medical and Health Sciences,10.53350/pjmhs22161548,https://www.semanticscholar.org/paper/92266030f55423ba7175379abb62f4e14f3e1906,Semantic Scholar
AIoMT-Based Multi-Model Soft Computing Techniques for the Prediction of Heart Disease,"GopiKrishna Pasam, Subhash Gupta, Srinivas G, Hameed Shaik",2025,Iraqi Journal of Science,10.24996/ijs.2025.66.6.32,https://www.semanticscholar.org/paper/c780ac9e4a9313bff96a8ea9f95c5dffcd7da539,Semantic Scholar
Deep learning model to improve melanoma detection in people of color,"Oluwatobi O. Kushimo, Ayodeji Olalekan Salau, Oladapo J. Adeleke, Doyinsola S. Olaoye",2023,Arab Journal of Basic and Applied Sciences,10.1080/25765299.2023.2170066,https://www.semanticscholar.org/paper/ceb2cac694c0a82b7683a7edfc147a18af370c18,Semantic Scholar
Deep Learning and AI Tools for Monitoring and Detecting Diseases in Freshwater Fish Populations,Koteshwar Rao,2025,"International Journal of Forest, Animal And Fisheries Research",10.22161/ijfaf.9.2.3,https://www.semanticscholar.org/paper/e7a5a38ceb4e52cde6087dce13ad5cf3dd82ea79,Semantic Scholar
Artificial Intelligence and Data Science Methods for Automatic Detection of White Blood Cells in Images.,"Y. Kobara, I. Akpan, Alima Damipe Nam, Firas H. AlMukthar, Mbuotidem Peter",2025,Journal of imaging informatics in medicine,10.1007/s10278-025-01538-y,https://www.semanticscholar.org/paper/e8760660640c9daf2b6b5981fb0d51ef633fa300,Semantic Scholar
Social bias in artificial intelligence algorithms designed to improve cardiovascular risk assessment relative to the Framingham Risk Score: a protocol for a systematic review,"I. Garcha, S. Phillips",2023,BMJ Open,10.1136/bmjopen-2022-067638,https://www.semanticscholar.org/paper/087142e00a6cd757f3646485171c1ee4bbbea459,Semantic Scholar
Application of Infrared Thermography and Artificial Intelligence in Healthcare: A Systematic Review of Over a Decade (2013–2024),"Jahmunah Vicnesh, Massimo Salvi, Yuki Hagiwara, Hah Yan Yee, H. Mir, Ieee Prabal Datta Barua Senior Member, Subrata Chakraborty, I. U. R. A. Senior Member, Wei Wang",2025,IEEE Access,10.1109/ACCESS.2024.3522251,https://www.semanticscholar.org/paper/7095bdee130d699475a34ffd750666b0f75df801,Semantic Scholar
Artificial intelligence-powered advancements in atrial fibrillation diagnostics: a systematic review,"Sofia Khaja, Kevin Baijoo, Reza Aziz",2025,The Egyptian Heart Journal,10.1186/s43044-025-00670-y,https://www.semanticscholar.org/paper/056f3469e2b07127ef9a07cb78be3872eefafffa,Semantic Scholar
Artificial Intelligence (AI) and Cardiovascular Diseases: An Unexpected Alliance,"S. Romiti, M. Vinciguerra, W. Saade, Iñaki Anso Cortajarena, E. Greco",2020,Cardiology Research and Practice,10.1155/2020/4972346,https://www.semanticscholar.org/paper/ccc74792b4f6055c0e0f727b3a1cdd1859250576,Semantic Scholar
Image classification using optical-digital image enhancement methods and deep learning in endoscopic examinations,"Yurii Poudanien, A. Kozhemiako",2025,Optoelectronic Information-Power Technologies,10.31649/1681-7893-2025-49-1-135-146,https://www.semanticscholar.org/paper/4138758fd85b05315563bf46d94879d8bded086f,Semantic Scholar
Heart Disease Prediction using Long Short-Term Gated Recurrent Unit (LST-GRU) Algorithms,"Gandhimathi. K, Priya. A, Karunya. R, Kulapraghalya K. R, P. K, Priyadharshini. M",2025,2025 4th International Conference on Innovative Mechanisms for Industry Applications (ICIMIA),10.1109/ICIMIA67127.2025.11200638,https://www.semanticscholar.org/paper/f5144c8f0969279447af8721cb63f5e62ef508d8,Semantic Scholar
Electrocardiogram-based artificial intelligence for the diagnosis of heart failure: a systematic review and meta-analysis.,"Xinmu Li, Xin-Yi Gao, G. Tse, Shen-Da Hong, Kangyin Chen, Guangping Li, Tong Liu",2022,Journal of geriatric cardiology : JGC,10.11909/j.issn.1671-5411.2022.12.002,https://www.semanticscholar.org/paper/13afb40a60b109249b2875c6cf31805363dc45c0,Semantic Scholar
The Role of Artificial Intelligence in Health Care.,"Victor Owoyele, Gbonjubola Oyinlola Ogungbangbe, Jesutobiloba Oluwasami, P. Abolarin, Maryam Tayo Ayinla",2025,Nigerian journal of physiological sciences : official publication of the Physiological Society of Nigeria,10.54548/njps.v39i1.1,https://www.semanticscholar.org/paper/ca52db5e1c554fe79a6470e155c2eb196c7c7328,Semantic Scholar
Application of Wavelet Transformation and Artificial Intelligence Techniques in Healthcare: A Systemic Review,"Samiul Based Shuvo, Syed Samiul Alam, Syeda Umme Ayman, Arbil Chakma, Massimo Salvi, S. Seoni, P. Barua, F. Molinari, U. Acharya",2025,Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery,10.1002/widm.70007,https://www.semanticscholar.org/paper/48961847e66b9e8212c5659fcec0fdcc4a520302,Semantic Scholar
Revolutionizing Medical Practice: The Impact of Artificial Intelligence (AI) on Healthcare,,2024,Open Access Journal of Applied Science and Technology,10.33140/oajast.02.01.07,https://www.semanticscholar.org/paper/c2400d09993319898ecec666f41d61dfa896b1d0,Semantic Scholar
"Diagnostic, Therapeutic, and Prognostic Applications of Artificial Intelligence (AI) in the Clinical Management of Brain Metastases (BMs)","Kyriacos Evangelou, Panagiotis Zemperligkos, Anastasios Politis, Evgenia Lani, Enrique Gutierrez-Valencia, Ioannis Kotsantis, G. Velonakis, Estathios Boviatsis, L. Stavrinou, A. Kalyvas",2025,Brain Sciences,10.3390/brainsci15070730,https://www.semanticscholar.org/paper/41652c51397af68bf53c335cdc9e9367e1b9e9f2,Semantic Scholar
Implications of Artificial Intelligence in Stroke Intervention and Care,"Jyoti Yadav, Aditya More, Bijoyani Ghosh, Doni Sinha, Nikita Chavane, Anita Kumari, Aishika Datta, Anupom Borah, P. Bhattacharya",2025,iRADIOLOGY,10.1002/ird3.70005,https://www.semanticscholar.org/paper/6cab30d61ee4ce029fb5aeb63129b7d004469959,Semantic Scholar
Artificial intelligence applications in histopathology,"C. D. Bahadir, Mohamed Omar, Jacob Rosenthal, L. Marchionni, Benjamin L. Liechty, D.J. Pisapia, M. Sabuncu",2024,Nature Reviews Electrical Engineering,10.1038/s44287-023-00012-7,https://www.semanticscholar.org/paper/faaf7dd5d3c68249b83a3c23e6db939a56bcd3e0,Semantic Scholar
Application of deep learning in automated localization and interpretation of coronary artery calcification in oncological PET/CT scans.,"Kuo-Chen Wu, Te-Chun Hsieh, Zong-Kai Hsu, Chao-Jen Chang, Yi-Chun Yeh, Long-Sheng Lu, Yuan-Yen Chang, C. Kao",2025,The international journal of cardiovascular imaging,10.1007/s10554-025-03327-8,https://www.semanticscholar.org/paper/87255ed621f959e01dd2ebe294e010b152913e27,Semantic Scholar
Possibilities of using artificial intelligence technologies in the morphological diagnosis of inflammatory bowel diseases (literature review),"E. G. Churilova, A. B. Kazumova, Kh. M. Akhrieva, N. V. Pachuasvili, A. Tertychnyy",2025,"Bulletin of the Medical Institute ""REAVIZ"" (REHABILITATION, DOCTOR AND HEALTH)",10.20340/vmi-rvz.2025.1.morph.1,https://www.semanticscholar.org/paper/c1096668f41efebe0415dffc992458c550348dec,Semantic Scholar
Artificial Intelligence and Advanced Technology in Glaucoma: A Review,"E. Tonti, Sofia Tonti, Flavia Mancini, Chiara Bonini, Leopoldo Spadea, Fabiana D’Esposito, Caterina Gagliano, M. Musa, Marco Zeppieri",2024,Journal of Personalized Medicine,10.3390/jpm14101062,https://www.semanticscholar.org/paper/c0f8d5ed88906bfeada9b890bcea44eb12200bdc,Semantic Scholar
